date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-10,Real Estate,When a No-Pet Policy Isn’t Really a No-Pet Policy,Pet policies are not always as straightforward as they seem. Sometimes they apply to some tenants but not others in the same building.,"Q: I used to love my rent-stabilized apartment, where I’ve lived for a decade, until building management relaxed its strict no-pet policy. I have severe allergies and prefer not to live with other people’s pets. Suddenly, everyone has a dog. Despite my complaints about barking and dog hair trapped in the laundry machines, management insists that the building is not pet friendly. At this point, I’d like to move, but I just signed another two-year lease. Can I break my lease over the weakened pet policy?","['Real Estate and Housing (Residential)', 'Pets', 'Dogs']",450
2021-07-10,Style,Falling for Couture’s Gravitational Pull,"Everything you need to know from the first post-pandemic in-person couture week, including the biggest debut, most viral moments and non-influencer trends.","PARIS — The Cannes Film Festival is in starlet red-carpet swing; the billionaires are back in Sun Valley; and in Paris — “It’s like a school reunion, no?” said Carine Roitfeld, the French fashion editor, flicking her veil of hair from her black-lined eyes and glancing around the Dior show on Monday as the first live couture week in more than a year began.","['Fashion and Apparel', 'Couture (Fashion)', 'your-feed-fashion']",1740
2021-07-10,U.S.,Britney Spears’s Case Calls Attention to Wider Questions on Guardianship,"Legal oversight arrangements are seen as protection for some, but advocates for people with disabilities question the need for them in many cases.","For nearly 13 years, Ryan King was under a guardianship not unlike the legal conservatorship that controls Britney Spears’s life and finances.","['Civil Rights and Liberties', 'Intellectual Disabilities', 'Group Homes and Supportive Housing', 'Wills and Estates']",1336
2021-07-10,World,Who Paid for That Mansion? A Senator or the Haitian People?,"Valued at $3.4 million, a Haitian senator’s Montreal villa has become a potent emblem of the growing gap between Haiti’s impoverished citizens and its wealthy political elite.","MONTREAL — He is one of the few lawmakers left in Haiti, a close ally of the assassinated president who has kept his seat while the country’s democratic institutions have been whittled away.","['Corruption (Institutional)', 'Money Laundering', 'Frauds and Swindling']",2031
2021-07-10,Business Day,Could Gen Z Free the World From Email?,“It’s actually crazy how outdated it is.” People born after AOL Mail was invented seem to prefer to communicate in almost any other way.,"Despite the reasonable qualms of older generations, Generation Z — generally defined as people born between 1997 and 2012 — is pioneering the return of chaotic trends like low-rise jeans, pop-punk and Ed Hardy.","['E-Mail', 'Work-Life Balance', 'Generation Z', 'Computers and the Internet', 'Text Messaging', 'Labor and Jobs', 'Quarantine (Life and Culture)']",1159
2021-07-10,U.S.,"In New Hampshire, a Low-Key Democrat May Face a High-Profile Fight","Senator Maggie Hassan, a former governor of her state, is working to burnish her centrist image without making political waves.","MEREDITH, N.H. — At the Twin Barns Brewing Co., perched near the shoreline of Lake Winnipesaukee, Senator Maggie Hassan sampled some of the signature product on a recent afternoon, then chased it with a promise to fight for more reliable internet service, which the owners said they needed to maintain their customer base.","['Elections, Senate', 'Content Type: Personal Profile', 'United States Politics and Government']",1384
2021-07-10,New York,"Eric Adams Has Plans for New York, Beyond Public Safety","Mr. Adams, the Democratic mayoral nominee, has stances on policing, transportation and education that suggest a shift from Mayor Bill de Blasio.","In the afterglow of winning the Democratic nomination for mayor of New York City, Eric Adams began to set out his mission if elected in November.","['Elections, Mayors', 'Police Reform', 'Homeless Persons', 'Real Estate (Commercial)', 'Police Brutality, Misconduct and Shootings', 'Roads and Traffic', 'Content Type: Personal Profile', 'Politics and Government', 'Affordable Housing', 'Education (K-12)', 'Congestion Pricing']",1837
2021-07-10,World,"‘Mother, When Will You Come?’: The Covid Orphans of India","Thousands of children lost their parents during a calamitous wave of infections. While the government is vowing to help them, many face the risk of neglect and exploitation when the attention fades.","PATTAPUR, India — In a small, colorfully painted house on India’s eastern coast, G. Sonali Reddy cooks meals and feeds her younger siblings by day and rocks them to sleep at night, hoping to assuage their fears, just as her mother would.","['Coronavirus (2019-nCoV)', 'Disease Rates', 'Deaths (Fatalities)', 'Orphans and Orphanages', 'Child Abuse and Neglect', 'Human Trafficking']",1192
2021-07-10,Business Day,Does Free College Work?,President Biden’s $109 billion plan for free community college would be similar to existing programs in states such as Tennessee.,"The DealBook newsletter delves into a single topic or theme every weekend, providing reporting and analysis that offers a better understanding of an important issue in the news. If you don’t already receive the daily newsletter, sign up here.","['Colleges and Universities', 'Community Colleges', 'Tuition', 'Labor and Jobs', 'American Families Plan (2021)', 'United States Politics and Government']",1536
2021-07-10,Technology,China Plans Security Checks for Tech Companies Listing Overseas,The proposed rules would close a gap that let the ride-hailing company Didi go public on Wall Street before assuring Beijing that its data was safe.,"China moved on Saturday toward requiring domestic tech companies to submit to a cybersecurity checkup before they can go public on overseas stock exchanges, a step that would close the regulatory gap that allowed the ride-hailing giant Didi to list shares on Wall Street last week without getting a clean bill of digital health from Beijing.","['Computer Security', 'Initial Public Offerings', 'Computers and the Internet', 'Cyberwarfare and Defense', 'Regulation and Deregulation of Industry']",538
2021-07-10,World,"Jehan Sadat, 87, Widow of Egypt’s President and Women’s Advocate, Dies","Until her husband was assassinated in 1981, she pushed him to enact measures aimed at improving women’s rights and education.","CAIRO — Jehan Sadat, the widow of former President Anwar el-Sadat of Egypt, whom she pushed to enact a series of measures aimed at improving women’s rights, died on Friday in Cairo. She was 87.","['Deaths (Obituaries)', 'Politics and Government', ""Women's Rights"", 'Peace Process']",897
2021-07-10,World,"In Sri Lanka, the Government Looks Increasingly Like a Family Firm","Three brothers of President Gotabaya Rajapaksa now hold top posts in his government. Two of his nephews have official positions, too.",The first attempt by a Rajapaksa to return to power in Sri Lanka was brief.,['Politics and Government'],1098
2021-07-10,Opinion,The Ascension of Bernie Sanders,"The senator is willing to break a few eggs, over easy, to get Democrats back on track to their working-class roots.","BURLINGTON, Vt. — I want to talk to Bernie about Balenciaga. And Britney. And Dua Lipa, Sha’Carri Richardson and Joe Manchin’s houseboat. And whether he prefers red or white horseradish on his gefilte fish. And the state of capitalism, and the absurd price of a Birkin bag.","['United States Politics and Government', 'Infrastructure (Public Works)', 'American Families Plan (2021)']",1474
